ID,Project Name,Camera Trap Name,Latitude,Longitude,Sampling Event,Photo Type,Photo Date,Photo time,Raw Name,Class,Order,Family,Genus,Species,Number of Animals,Person Identifying the Photo,Camera Serial Number,Camera Start Date,Camera End Date,Person setting up the Camera,Person picking up the Camera,Camera Manufacturer,Camera Model,Sequence Info,Moon Phase,Temperature,Organization Name
29170,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-02,16:46:20,10020144.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29180,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,08:55:56,10030154.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Tamias,striatus,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29181,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,08:55:57,10030155.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Tamias,striatus,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29182,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,08:55:58,10030156.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Tamias,striatus,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29207,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,13:13:40,10030181.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29208,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,13:13:41,10030182.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29209,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,13:13:41,10030183.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29219,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,17:47:38,10030193.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Tamias,striatus,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29220,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,17:47:38,10030194.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Tamias,striatus,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29221,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,17:47:39,10030195.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Tamias,striatus,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29222,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,17:48:37,10030196.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Tamias,striatus,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29223,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,17:48:38,10030197.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Tamias,striatus,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29224,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-03,17:48:38,10030198.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Tamias,striatus,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29252,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-05,12:51:58,10050226.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29253,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-05,12:51:58,10050227.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29254,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-05,12:51:59,10050228.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29255,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-06,07:06:50,10060229.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29256,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-06,07:06:51,10060230.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29264,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-06,08:38:11,10060238.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29265,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-06,08:38:12,10060239.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
29266,Berkshire Wildlife Linkage 2017,CAM04-D,42.04793,-73.05933,CAM04D_B9_09292017_10062017,Animal,2017-10-06,08:38:13,10060240.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B9,2017-09-29,2017-10-06,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
14189,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07032017_07122017,Animal,2017-07-06,09:34:51,07060707.JPG,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,1,Andy Wood,B4,2017-07-03,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
14190,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07032017_07122017,Animal,2017-07-06,09:34:52,07060708.JPG,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,1,Andy Wood,B4,2017-07-03,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
14191,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07032017_07122017,Animal,2017-07-06,09:34:53,07060709.JPG,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,1,Andy Wood,B4,2017-07-03,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
14396,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07032017_07122017,Animal,2017-07-07,02:35:01,07070914.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Andy Wood,B4,2017-07-03,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
14397,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07032017_07122017,Animal,2017-07-07,02:35:01,07070915.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Andy Wood,B4,2017-07-03,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
14398,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07032017_07122017,Animal,2017-07-07,02:35:02,07070916.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Andy Wood,B4,2017-07-03,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
17663,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07312017_08142017,Animal,2017-08-04,04:01:17,08040356.JPG,MAMMALIA,CARNIVORA,MUSTELIDAE,Lontra,canadensis,1,Andy Wood,B4,2017-07-13,2017-08-14,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
17664,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07312017_08142017,Animal,2017-08-04,04:01:18,08040357.JPG,MAMMALIA,CARNIVORA,MUSTELIDAE,Lontra,canadensis,1,Andy Wood,B4,2017-07-13,2017-08-14,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
17665,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07312017_08142017,Animal,2017-08-04,04:01:18,08040358.JPG,MAMMALIA,CARNIVORA,MUSTELIDAE,Lontra,canadensis,1,Andy Wood,B4,2017-07-13,2017-08-14,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18233,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07312017_08142017,Animal,2017-08-12,08:26:24,08120926.JPG,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,1,Miriam Wolpert,B4,2017-07-13,2017-08-14,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18234,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07312017_08142017,Animal,2017-08-12,08:26:25,08120927.JPG,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,1,Miriam Wolpert,B4,2017-07-13,2017-08-14,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18235,Berkshire Wildlife Linkage 2017,CAM05-A,42.11232,-73.07281,CAM05A_07312017_08142017,Animal,2017-08-12,08:26:25,08120928.JPG,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,1,Andy Wood,B4,2017-07-13,2017-08-14,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18391,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-05,21:08:33,07050024.JPG,MAMMALIA,CARNIVORA,FELIDAE,Lynx,rufus,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18392,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-05,21:08:33,07050025.JPG,MAMMALIA,CARNIVORA,FELIDAE,Lynx,rufus,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18393,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-05,21:08:34,07050026.JPG,MAMMALIA,CARNIVORA,FELIDAE,Lynx,rufus,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18397,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-06,05:50:17,07060030.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18398,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-06,05:50:18,07060031.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18399,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-06,05:50:18,07060032.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18403,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-11,00:41:03,07110036.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18404,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-11,00:41:03,07110037.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18405,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-11,00:41:03,07110038.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18406,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-11,16:34:53,07110039.JPG,AVES,PASSERIFORMES,TURDIDAE,Turdus,migratorius,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18407,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-11,16:34:53,07110040.JPG,AVES,PASSERIFORMES,TURDIDAE,Turdus,migratorius,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18408,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-11,16:34:53,07110041.JPG,AVES,PASSERIFORMES,TURDIDAE,Turdus,migratorius,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18409,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-12,01:38:11,07120042.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18410,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-12,01:38:11,07120043.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18411,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07052017_07122017,Animal,2017-07-12,01:38:12,07120044.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-05,2017-07-12,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18416,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-15,02:51:09,07150004.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18417,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-15,02:51:10,07150005.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18418,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-15,02:51:11,07150006.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18419,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-17,02:53:46,07170007.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18420,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-17,02:53:47,07170008.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18421,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-17,02:53:47,07170009.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18422,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-21,10:12:38,07210010.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18423,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-21,10:12:40,07210011.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18424,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-21,10:12:41,07210012.JPG,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,carolinensis,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18426,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:49:52,07240014.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18427,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:49:52,07240015.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18428,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:05,07240016.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18433,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:19,07240021.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18429,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:06,07240017.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18430,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:06,07240018.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18431,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:18,07240019.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18432,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:19,07240020.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18434,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:34,07240022.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18435,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:36,07240023.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18436,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:36,07240024.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18437,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:50,07240025.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18438,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:50,07240026.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18439,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-24,10:50:51,07240027.JPG,MAMMALIA,PRIMATES,HOMINIDAE,Homo,sapiens,1,Andy Wood,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18440,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-26,01:23:13,07260028.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
18441,Berkshire Wildlife Linkage 2017,CAM06-A,42.15314,-73.07452,CAM06A_07122017_07312017,Animal,2017-07-26,01:23:14,07260029.JPG,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,1,Laura Mitchell,B3,2017-07-12,2017-07-31,Andy Wood,Andy Wood,Bushnell,Trophy Cam HD,,,,Field Naturalist Graduate Program
